DIRRECTORY;FILE;ACTION
src/data/default;53--domestic_transfer.csv;has a default action
src/data/default;53--exposed_order.csv;has a default action
src/data/default;53--international_transfer.csv;has a default action
src/data/default;53--invoice.csv;has a default action
src/data/default;53--provider_svc_category.csv;has a default action
src/data/default;53--provider_svc_field.csv;actionType=modify
src/data/default;53--transfer_employee.csv;has a default action
src/data/default;54--account_transfer.csv;has a default action
src/data/dev;03--bank.csv;actionType = ignore_not_empty
src/data/dev;03--manager.dev.csv;actionType=check
src/data/dev;05--customer_user.dev.csv;actionType=check
src/data/expocredit;01--locale_entity.csv;has a default action
src/data/expocredit;01--login_chain.csv;has a default action
src/data/expocredit;01--translation.specific.csv;actionType=check
src/data/expocredit;01--translation.web.specific.csv;actionType=modify
src/data/expocredit;02--dictionary.csv;actionType=modify; translation=name_id
src/data/expocredit;02--displayed_document_state.csv;has a default action
src/data/expocredit;02--notification_type.csv;has a default action
src/data/expocredit;02--otp_token.csv;has a default action
src/data/expocredit;02--page_ms.csv;has a default action
src/data/expocredit;02--validation_object.csv;has a default action
src/data/expocredit;03--bank_branch.csv;has a default action
src/data/expocredit;03--document_state.csv;has a default action
src/data/expocredit;03--exchange_rate.csv;has a default action
src/data/expocredit;03--manager.csv;has a default action
src/data/expocredit;03--manager_privilege.csv;has a default action
src/data/expocredit;03--property.csv;actionType=check
src/data/expocredit;03--validation_constraint.csv;has a default action
src/data/expocredit;04--correspondent_bank.csv;has a default action
src/data/expocredit;04--customer.csv;has a default action
src/data/expocredit;04--service_point.csv;has a default action
src/data/expocredit;04--workflow_state.csv;has a default action
src/data/expocredit;05--accounts.csv;has a default action
src/data/expocredit;05--customer_user.csv;has a default action
src/data/expocredit;05--workflow_action.csv;has a default action
src/data/expocredit;06--account_balance_history.csv;has a default action
src/data/expocredit;06--company_person.csv;has a default action
src/data/expocredit;10--manager_customer_map.csv;actionType = ignore_not_empty
src/data/expocredit;12--job_schedule.csv;has a default action
src/data/expocredit;50--calendar.csv;has a default action
src/data/expocredit;50--certificate.csv;has a default action
src/data/expocredit;50--currency_issuance.csv;has a default action
src/data/expocredit;50--currency_reception.csv;has a default action
src/data/expocredit;50--demand_category.csv;has a default action
src/data/expocredit;50--employee.csv;has a default action
src/data/expocredit;50--letterdistribution_customer.csv;has a default action
src/data/expocredit;50--news.csv;has a default action
src/data/expocredit;50--password_history.csv;has a default action
src/data/expocredit;50--product_action.csv;has a default action
src/data/expocredit;50--rolem_privilege_map.csv;actionType = ignore_not_empty
src/data/expocredit;50--schedule_day.csv;has a default action
src/data/expocredit;50--signature_rule.csv;has a default action
src/data/expocredit;50--system_event.csv;has a default action
src/data/expocredit;50--transaction_limit.csv;has a default action
src/data/expocredit;51--comp_person_auth.csv;actionType = ignore_not_empty
src/data/expocredit;51--custom_request_type.csv;has a default action
src/data/expocredit;51--document.csv;has a default action
src/data/expocredit;51--employee_data.csv;has a default action
src/data/expocredit;51--notification.csv;has a default action
src/data/expocredit;51--notification_user_properties.csv;has a default action
src/data/expocredit;51--notiftypes_subjecttype_map.csv;actionType = ignore_not_empty
src/data/expocredit;51--person_privilege_map.csv;actionType = ignore_not_empty
src/data/expocredit;51--person_role_map.csv;actionType = ignore_not_empty
src/data/expocredit;52--payment.csv;has a default action
src/data/expocredit;53--custom_field.csv;has a default action
src/data/expocredit;53--domestic_transfer.csv;has a default action
src/data/expocredit;53--international_transfer.csv;has a default action
src/data/expocredit;54--account_transfer.csv;has a default action
src/data/expocredit/dev;06--company_person.dev.csv;actionType=check
src/data/expocredit/dev;07--app_sessions.csv;has a default action
src/data/prod;03--bank.csv;actionType = ignore_not_empty
src/data/vtb;01--locale_entity.csv;has a default action
src/data/vtb;01--login_chain.csv;has a default action
src/data/vtb;01--translation.mob.csv;actionType=modify
src/data/vtb;01--translation.specific.csv;actionType=modify
src/data/vtb;01--translation.web.specific.csv;actionType=modify
src/data/vtb;01--translation.z.csv;actionType=modify
src/data/vtb;02--country.csv;has a default action
src/data/vtb;02--dictionary.z.csv;actionType=modify; translation=name_id
src/data/vtb;02--displayed_document_state.csv;has a default action
src/data/vtb;02--notification_channel.csv;has a default action
src/data/vtb;02--notification_type.csv;has a default action
src/data/vtb;02--otp_token.csv;has a default action
src/data/vtb;02--page_ms.csv;has a default action
src/data/vtb;02--validation_object.csv;has a default action
src/data/vtb;03--bank_branch.csv;has a default action
src/data/vtb;03--document_state.csv;has a default action
src/data/vtb;03--manager.csv;has a default action
src/data/vtb;03--manager_privilege.csv;has a default action
src/data/vtb;03--notification_channel_props.csv;has a default action
src/data/vtb;03--property.csv;actionType=check
src/data/vtb;03--validation_constraint.csv;has a default action
src/data/vtb;04--correspondent_bank.csv;has a default action
src/data/vtb;04--customer.csv;actionType=check
src/data/vtb;04--service_point.csv;has a default action
src/data/vtb;04--workflow_state.csv;has a default action
src/data/vtb;05--customer_user.csv;has a default action
src/data/vtb;05--workflow_action.csv;has a default action
src/data/vtb;06--company_person.csv;has a default action
src/data/vtb;10--manager_customer_map.csv;actionType = ignore_not_empty
src/data/vtb;12--job_schedule.csv;has a default action
src/data/vtb;50--calendar.csv;has a default action
src/data/vtb;50--certificate.csv;has a default action
src/data/vtb;50--currency_issuance.csv;has a default action
src/data/vtb;50--currency_reception.csv;has a default action
src/data/vtb;50--customer_payment_purpose.csv;has a default action
src/data/vtb;50--demand_category.csv;has a default action
src/data/vtb;50--password_history.csv;has a default action
src/data/vtb;50--product_action.csv;has a default action
src/data/vtb;50--rolem_privilege_map.csv;actionType = ignore_not_empty
src/data/vtb;50--schedule_day.csv;has a default action
src/data/vtb;50--signature_rule.csv;has a default action
src/data/vtb;51--comp_person_auth.csv;actionType = ignore_not_empty
src/data/vtb;51--custom_request_type.csv;has a default action
src/data/vtb;51--multicasting_package_text.csv;has a default action
src/data/vtb;51--notiftypes_subjecttype_map.csv;actionType = ignore_not_empty
src/data/vtb;51--person_role_map.csv;actionType = ignore_not_empty
src/data/vtb;51--provider.csv;has a default action
src/data/vtb;51--provider_category.csv;has a default action
src/data/vtb;51--role_privilege_map.csv;has a default action
src/data/vtb;52--provider_service.csv;actionType=modify
src/data/vtb;53--provider_svc_category.csv;has a default action
src/data/vtb;53--provider_svc_field.csv;actionType=modify
src/data/vtb/dev;03--exchange_rate.csv;has a default action
src/data/vtb/dev;05--accounts.csv;has a default action
src/data/vtb/dev;06--company_person.dev.csv;actionType=check
src/data/vtb/dev;07--app_sessions.csv;has a default action
src/data/vtb/dev;50--card.csv;has a default action
src/data/vtb/dev;50--credit.csv;has a default action
src/data/vtb/dev;50--deposit.csv;has a default action
src/data/vtb/dev;54--credit_schedule.csv;has a default action
src/data/vtb/vpn_vtb;03--bank.csv;actionType = ignore_not_empty
src/data/vtb/vpn_vtb;03--manager.dev.csv;actionType=check
src/data/vtb/vpn_vtb;05--customer_user.dev.csv;actionType=check
src/data/vtb/vpn_vtb;06--company_person.dev.csv;actionType=check
src/data/vtb/vpn_vtb;07--app_sessions.csv;has a default action
