code;name;name2;external_id;is_for_individuals;
keyColumns=code

025;Возврат пятидесяти процентов от суммы обязательных пенсионных взносов, перечисленных за счет бюджетных средств до 1 января 2016 года в пользу военнослужащих (кроме военнослужащих срочной службы), сотрудников специальных государственных и правоохранительных органов, государственной фельдъегерской службы, а также лиц, права которых иметь специальные звания, классные чины и носить форменную одежду упразднены с 1 января 2012 года;;025;0
026;Возврат акционерным обществом «Государственный фонд социального страхования» ошибочно зачисленных или излишне уплаченных сумм по обязательным социальным отчислениям;;026;0
027;Социальная выплата на случай утраты трудоспособности из средств акционерного общества «Государственный фонд социального страхования»;;027;0
028;Возврат сумм социальных выплат на случай утраты трудоспособности;;028;0
029;Трансферты из местных бюджетов;;029;0
030;Трансферты из республиканского бюджета, в том числе: выплата сумм гарантий государства получателям пенсионных выплат по сохранности обязательных пенсионных взносов, обязательных профессиональных пенсионных взносов в акционерном обществе «Единый накопительный пенсионный фонд» в размере фактически внесенных обязательных пенсионных взносов, обязательных профессиональных пенсионных взносов с учетом уровня инфляции субсидирование обязательных пенсионных взносов получателям социальных выплат на случай потери дохода в связи с уходом за ребенком по достижении им возраста одного года из акционерного общества «Государственный фонд социального страхования» субсидирование обязательных пенсионных взносов работодателя получателям социальных выплат на случай потери дохода в связи с уходом за ребенком по достижении им возраста одного года из акционерного общества «Государственный фонд социального страхования»;;030;0
031;Возврат банком ошибочных платежей и прочих платежей к прочим платежам относятся: возврат единовременной государственной денежной компенсации гражданам, пострадавшим вследствие ядерных испытаний на Семипалатинском испытательном полигоне возврат единовременных выплат оралманам возврат ежемесячных выплат бывшим работникам юридических лиц, ликвидированных вследствие банкротства и признанных ответственными за вред, причиненный жизни и здоровью работникам возврат государственной адресной социальной помощи возврат жилищной помощи;;031;0
032;Возврат акционерным обществом «Единый накопительный пенсионный фонд», добровольным накопительным пенсионным фондом ошибочно зачисленных сумм по обязательным пенсионным взносам, добровольным пенсионным взносам;;032;0
033;Пенсии;;033;0
034;Государственные базовые социальные пособия по инвалидности;;034;0
035;Возврат государственных базовых социальных пособий по инвалидности;;035;0
036;Государственные базовые социальные пособия по случаю потери кормильца;;036;0
037;Возврат государственных базовых социальных пособий по случаю потери кормильца;;037;0
038;Государственные базовые социальные пособия по возрасту;;038;0
039;Возврат государственных базовых социальных пособий по возрасту;;039;0
040;Пособия на погребение пенсионеров, участников и инвалидов Великой Отечественной войны, получателей выплат из единого накопительного пенсионного фонда, сформированных за счет обязательных пенсионных взносов, а также иных лиц, имеющих пенсионные накопления в едином накопительном пенсионном фонде, сформированные за счет обязательных пенсионных взносов;;040;0
041;Возврат пособия на погребение пенсионеров, участников и инвалидов Великой Отечественной войны, получателей выплат из единого накопительного пенсионного фонда, сформированных за счет обязательных пенсионных взносов, а также иных лиц, имеющих пенсионные накопления в едином накопительном пенсионном фонде, сформированные за счет обязательных пенсионных взносов;;041;0
042;Пособия на погребение получателей государственных социальных пособий и государственных специальных пособий, работавших на подземных и открытых горных работах, на работах с особо вредными и особо тяжелыми условиями труда;;042;0
043;Возврат пособия на погребение получателей государственных социальных пособий и государственных специальных пособий, работавших на подземных и открытых горных работах, на работах с особо вредными и особо тяжелыми условиями труда;;043;0
044;Выплата государственных специальных пособий;;044;0
045;Возврат государственных специальных пособий;;045;0
046;Социальная выплата на случай потери кормильца из средств акционерного общества «Государственный фонд социального страхования»;;046;0
047;Возврат сумм социальных выплат на случай потери кормильца;;047;0
048;Социальная выплата на случай потери работы из средств акционерного общества «Государственный фонд социального страхования»;;048;0
049;Возврат сумм социальных выплат на случай потери работы;;049;0
050;Группа 050 «Специальные государственные пособия»;;050;0
051;Участникам Великой Отечественной войны;;051;0
052;Инвалидам Великой Отечественной войны;;052;0
053;Лицам, приравненным к участникам Великой Отечественной войны;;053;0
054;Лицам, приравненным к инвалидам Великой Отечественной войны;;054;0
055;Вдовам воинов, погибших в Великой Отечественной войне;;055;0
056;Семьям погибших военнослужащих и работников органов внутренних дел;;056;0
057;Женам (мужьям) умерших инвалидов и участников войны;;057;0
058;Лицам, награжденным орденами и медалями за самоотверженный труд и безупречную службу в тылу в годы Великой Отечественной войны;;058;0
059;Пособия матери или отцу, усыновителю (удочерителю), опекуну (попечителю), воспитывающему ребенка-инвалида;;059;0
060;Группа 060 «Возврат специальных государственных пособий»;;060;0
061;По участникам Великой Отечественной войны;;061;0
062;По инвалидам Великой Отечественной войны;;062;0
063;По лицам, приравненным к участникам Великой Отечественной войны;;063;0
064;По лицам, приравненным к инвалидам Великой Отечественной войны;;064;0
065;По вдовам воинов, погибших в Великой Отечественной войне;;065;0
066;По семьям погибших военнослужащих и работников органов внутренних дел;;066;0
067;По женам (мужьям) умерших инвалидов и участников войны;;067;0
068;По лицам, награжденным орденами и медалями за самоотверженный труд и безупречную службу в тылу в годы Великой Отечественной войны;;068;0
069;Возврат пособия матери или отцу, усыновителю (удочерителю), опекуну (попечителю), воспитывающему ребенка-инвалида;;069;0
071;Инвалидам 1 и 2 группы;;071;0
072;Инвалидам 3 группы;;072;0
073;Детям инвалидам до 16 лет;;073;0
074;Многодетным матерям;;074;0
075;Реабилитированным гражданам;;075;0
076;Лицам, которым назначены пенсии за особые заслуги перед Республикой Казахстан;;076;0
077;Прочие;;077;0
078;Возврат акционерным обществом «Единый накопительный пенсионный фонд», добровольными накопительными пенсионными фондами сумм переводов пенсионных накоплений, сформированных за счет добровольных пенсионных взносов;;078;0
081;По инвалидам 1 и 2 группы;;081;0
082;По инвалидам 3 группы;;082;0
083;По детям инвалидам до 16 лет;;083;0
084;По многодетным матерям;;084;0
085;По реабилитированным гражданам;;085;0
086;По лицам, которым назначены пенсии за особые заслуги перед Республикой Казахстан;;086;0
087;По прочим;;087;0
088;Погашение кредиторской задолженности единого накопительного пенсионного фонда по пенсионным накоплениям;;088;0
089;Обязательные пенсионные взносы работодателя;;089;0
090;Возврат акционерным обществом «Единый накопительный пенсионный фонд» ошибочно зачисленных сумм по обязательным пенсионным взносам работодателя;;090;0
091;Государственные пособия по уходу за ребенком до одного года, социальные выплаты на случай ухода за ребенком по достижении им одного года из средств акционерного общества «Государственный фонд социального страхования»;;091;0
092;Возврат государственных пособий по уходу за ребенком до одного года, социальных выплат на случай ухода за ребенком по достижении им одного года из средств акционерного общества «Государственный фонд социального страхования»;;092;0
093;Возврат акционерным обществом «Единый накопительный пенсионный фонд» сумм пени за несвоевременное перечисление обязательных пенсионных взносов работодателя;;093;0
094;Возврат акционерным обществом «Государственный фонд социального страхования» ошибочно зачисленных сумм пени за несвоевременное перечисление обязательных социальных отчислений;;094;0
095;Возврат акционерным обществом «Единый накопительный пенсионный фонд» ошибочно зачисленных сумм пени за несвоевременное перечисление обязательных пенсионных взносов;;095;0
096;Социальная выплата по беременности и родам из средств акционерного общества «Государственный фонд социального страхования»;;096;0
097;Возврат банками социальной выплаты по беременности и родам из средств акционерного общества «Государственный фонд социального страхования»;;097;0
098;Пеня за несвоевременное перечисление в акционерное общество «Единый накопительный пенсионный фонд» обязательных пенсионных взносов работодателя;;098;0
099;Прочие платежи по разделу 0, в том числе: диновременная государственная денежная компенсация гражданам, пострадавшим вследствие ядерных испытаний на Семипалатинском испытательном полигоне единовременные выплаты оралманам ежемесячные выплаты бывшим работникам юридических лиц, ликвидированных вследствие банкротства и признанных ответственными за вред, причиненный жизни и здоровью работникам назначения государственной адресной социальной помощи назначения жилищной помощи прочие платежи (пособия), неучтенные в настоящем разделе;;099;0
111;"Переводы на лечение, в том числе: безвозвратная финансовая/материальная/спонсорская помощь для оплаты лечения денежные переводы физических лиц (в том числе без открытия банковского счета) для дальнейшего использования бенефициаром денег на оплату лечения в случае, когда бенефициар не является поставщиком медицинских услуг";;111;0
112;"Переводы на образование, в том числе: безвозвратная финансовая/материальная/спонсорская помощь для оплаты обучения Денежные переводы физических лиц (в том числе без открытия банковского счета) для дальнейшего использования бенефициаром денег на оплату обучения в случае, когда бенефициар не является поставщиком образовательных услуг";;112;0
119;"Прочие безвозмездные переводы, в том числе: безвозвратная финансовая/материальная/спонсорская помощь для прочих целей (кроме оплаты лечения и обучения) денежные переводы физических лиц (в том числе без открытия банковского счета) для дальнейшего использования денег бенефициаром для прочих целей (кроме оплаты лечения и обучения) возмещение ущерба, в том числе по решению суда гранты (в том числе выигранные по тендеру) неустойка/штрафы/пени за невыполнение обязательств по аккредитиву, договору гарантии, займа, прочему договору или контракту (кроме штрафов и пени в бюджет) безвозмездные переводы разного характера: благотворительность, дары, алименты, проданные лотерейные билеты и выигрыши по ним";;119;1
120;"Членские взносы, в том числе: членский взнос, необеспечивающий участие в капитале организации, но обеспечивающий предоставление организацией каких-либо услуг взнос в акционерное общество «Казахстанский фонд гарантирования депозитов» взнос за участие в торгах по иностранным валютам, по ценным бумагам на бирже профсоюзные взносы, удержанные с заработной платы работников";;120;0
131;Финансирование головной организацией своих филиалов и представительств, в том числе на все виды приобретений;;131;0
132;Переводы/возврат денег филиалами и представительствами головной организации;;132;0
140;"Операции по дорожным чекам, в том числе:  реализация банком - резидентом своим клиентам дорожных чеков, поступивших в банк на условиях консигнации (покупка клиентом дорожного чека, поступившего в банк на условиях консигнации) перевод банком - резидентом эмитенту дорожных чеков суммы денег по реализованным дорожным чекам оплата банком - резидентом эмитенту дорожных чеков суммы дорожных чеков, приобретенных банком для последующей реализации клиентам реализация банком - резидентом своим клиентам дорожных чеков, поступивших в банк на условиях предоплаты (покупка клиентом дорожного чека, поступившего в банк на условиях предоплаты) оплата банком - резидентом суммы денег по дорожному чеку клиенту в кассе банкаперевод эмитентом дорожных чеков банку - резиденту суммы возмещения по реализованным дорожным чекам операции с субагентами по дорожным чекам по договору предоплаты Операции с субагентами по дорожным чекам по договору консигнации";;140;0
150;"Транзитные переводы по корреспондентским счетам банков, в том числе: переводы денег банком-посредником от одного банка в другой банк по корреспондентским счетам";;150;0
160;"Расчеты по нетто-позициям, в том числе: перевод денег по результатам расчета операций, совершенных с использованием платежных карточек, в расчетную организацию переводы денег между банками по результатам расчета операций, совершенных с использованием платежных карточек Перечисление суммы чистых позиций по результатам клиринга встречных платежей между банками";;160;0
171;"Гарантийный взнос, в том числе: взнос для участия в конференции, аукционе, тендере перечисление организатору конкурса потенциальными поставщиками - участниками конкурса денег в обеспечение конкурсных заявок и исполнения договора, в том числе договора о государственных закупках";;171;0
172;"Возврат гарантийного взноса, в том числе: возврат взноса за участие в конференции, аукционе, тендере Возврат суммы обеспечения конкурсной заявки и исполнения договора, в том числе договора о государственных закупках";;172;0
181;"Операция по аккредитиву, в том числе: перевод денег (суммы покрытия) со счета клиента-импортера на счет покрытия осуществления расчетов по аккредитиву погашение клиентом счета «Дебиторы по документарным операциям» с банковского счета (возмещение оплаты по аккредитиву) Зачисление денег банком-резидентом на счет клиента-экспортера";;181;0
182;"Операции по гарантии, в том числе: перечисление банком должника/должником денег банку-гаранту при исполнении последним гарантийных обязательств перед клиентом списание суммы покрытия со счета клиента-должника на счет покрытия по гарантии Погашение клиентом счета «Дебиторы по документарным операциям» с банковского счета (возмещение оплаты по гарантии)";;182;0
190;"Прочие переводы по разделу 1, в том числе: платежи, неучтенные ранее, включая возврат денег по платежным документам, оформленным с нарушением требований законодательства Республики Казахстан, по платежам раздела 1 возврат ошибочно списанной суммы по платежам раздела 1 обратный возврат сумм со счета до выяснения в случае, когда назначение платежа не идентифицировано";;190;1
211;"Покупка иностранной валюты за тенге на бирже, в том числе: Операции по неттингу сделок по купле-продаже иностранной валюты на бирже";;211;0
212;Покупка монетарного золота;;212;0
213;"Покупка иностранной валюты за тенге вне биржи, в том числе: выдача наличных тенге за безналичную иностранную валюту зачисление банком тенге на банковский счет клиента в оплату за безналичную иностранную валюту Операции по неттингу сделок по купле-продаже иностранной валюты вне биржи";;213;0
219;"Покупка прочих драгоценных металлов, в том числе: покупка аффинированного золота и других драгоценных металлов Операции по неттингу драгоценных металлов";;219;0
221;Продажа иностранной валюты за тенге на бирже;;221;0
222;Продажа монетарного золота;;222;0
223;"Продажа иностранной валюты за тенге вне биржи, в том числе: выдача наличной иностранной валюты за безналичные тенге Продажа клиентом со своего банковского счета безналичной иностранной валюты банку за тенге";;223;0
229;"Продажа прочих драгоценных металлов, в том числе: Продажа аффинированного золота и других драгоценных металлов";;229;0
230;"Конвертация иностранных валют, в том числе: покупка/продажа одной иностранной валюты за другую иностранную валюту операции по неттингу сделок по купле-продаже одной иностранной валюты за другую иностранную валюту";;230;0
290;"Прочие платежи по разделу 2, в том числе: платежи, неучтенные ранее, включая возврат средств по платежным документам, оформленным с нарушением требований законодательства Республики Казахстан, по платежам раздела 2 возврат ошибочно списанной суммы по платежам раздела 2 Операции, связанные с размещением, погашением и начислением вознаграждения по металлическим счетам в аффинированных драгоценных металлах.";;290;0
311;Размещение вкладов до востребования (открытых на основании договора банковского вклада);;311;0
312;Размещение краткосрочных вкладов (не более 1 года);;312;1
314;Размещение долгосрочных вкладов (более 1 года);;314;1
315;Зачисление банком на банковский счет клиента начисленного вознаграждения по вкладу до востребования;;315;0
316;Зачисление банком начисленного вознаграждения на банковский счет клиента по краткосрочному вкладу;;316;0
317;Зачисление банком начисленного вознаграждения на банковский счет клиента по долгосрочному вкладу;;317;0
318;Зачисление банком начисленного вознаграждения на банковский счет клиента по условному вкладу;;318;0
319;"Размещение условных вкладов в том числе: межбанковских депозитов Основной суммы и начисленного вознаграждения путем снятия наличных денег или с последующим переводом денег на иные банковские счета клиента - владельца вклада";;319;0
321;Снятие с вклада до востребования (открытых на основании договора банковского вклада);;321;0
322;"Снятие с краткосрочного вклада (не более 1 года),в том числе:выплата полной суммы и частичное снятиеВыплата просроченной задолженности по краткосрочному вкладу";;322;0
324;"Снятие с долгосрочного вклада (более 1 года) выплата полной суммы и частичное снятие Выплата просроченной задолженности по долгосрочному вкладу";;324;0
329;Снятие денег с условного вклада;;329;0
331;Взнос наличных денег на текущие счета;;331;0
332;Перечисление юридическим лицом в банк заработной платы, оплаты трудового отпуска для последующего зачисления на банковские счета работников данного юридического лица;;332;0
333;Зачисление банком на банковский счет клиента начисленного вознаграждения по текущему счету;;333;0
334;"Зачисление банком на банковский счет клиента безналичных денег в оплату за наличную валюту, В том числе: безналичной иностранной валюты (в том числе с учетом комиссионного вознаграждения) в оплату за наличную иностранную валюту безналичных тенге (в том числе с учетом комиссионного вознаграждения) в оплату за наличные тенге";;334;0
341;"Снятие наличных денег с текущих счетов, в том числе: в филиале банка с текущего счета, открытого в головном банке";;341;0
342;Переводы клиентом денег с одного своего текущего счета, открытого в банке, на другой свой текущий счет, открытый в данном банке;;342;0
343;Переводы клиентом денег со своего текущего счета в одном банке на свой текущий счет в другом банке;;343;1
344;"Выдача (продажа) наличных денег за безналичную валюту, в том числе: наличных тенге за безналичные тенге Наличной иностранной валюты за безналичную иностранную валюту";;344;0
345;Снятие клиентом наличными с текущего счета суммы выданного займа;;345;0
346;Выплата банком денег по чеку;;346;0
350;Переводы банком собственных средств со своего корреспондентского счета в одном банке на свой корреспондентский счет в другом банке;;350;0
361;Передача денег в доверительное управление;;361;0
362;Возврат денег, переданных в доверительное управление;;362;0
390;"Прочие платежи по разделу 3, В том числе: платежи по вкладам (депозитам), неучтенные ранее, включая возврат средств по платежным документам, оформленным с нарушением требований законодательства Республики Казахстан, по платежам раздела 3возврат ошибочно списанной суммы по платежам раздела 3";;390;0
411;"Выдача краткосрочных займов (не более 1 года), в том числе: Предоставление овердрафта, овернайта";;411;0
413;Выдача долгосрочных займов (более 1 года);;413;0
419;Выдача прочих займов (бессрочных займов и других займов), в том числе: предоставление бессрочных займов/бессрочной возвратной финансовой помощи;;419;0
421;Погашение краткосрочных займов (не более 1 года), в том числе: погашение овердрафта, овернайта;;421;1
423;Погашение долгосрочных займов (более 1 года);;423;1
424;Финансовый лизинг;;424;0
429;Прочие займы, в том числе: погашение бессрочного займа/возврат бессрочной временной финансовой помощи;;429;0
430;Возмещение расходов, ранее оплаченных юридическим или физическим лицом, погашение его дебиторской задолженности;;430;0
490;Прочие платежи по разделу 4, В том числе: платежи по займам, неучтенные ранее, включая возврат средств по платежным документам, оформленным с нарушением требований законодательства Республики Казахстан, по платежам раздела 4 возврат ошибочно списанной суммы по платежам раздела 4 возврат денег, излишне перечисленных на погашение займа;;490;0
510;Покупка, выкуп акций и документов, подтверждающих участие в уставном капитале, в том числе: возврат стоимости акций, выпущенных нерезидентом при уменьшении размера капитала обратный выкуп акций, выпущенных нерезидентами взнос в уставной капитал юридического лица – нерезидента возврат взноса в уставный капитал юридического лица-нерезидента при уменьшении размера капитала обратный выкуп доли в уставном капитале юридического лица-нерезидента;;510;0
521;Со сроками погашения не более 1 года;;521;0
522;Со сроками погашения более 1 года;;522;0
529;Прочие;;529;0
531;Со сроками погашения не более 1 года;;531;0
532;Со сроками погашения более 1 года;;532;0
539;Прочие;;539;0
541;Векселя со сроками погашения не более 1 года;;541;0
542;Векселя со сроками погашения более 1 года;;542;0
543;Депозитные сертификаты со сроками погашения не более 1 года;;543;0
544;Депозитные сертификаты со сроками погашения более 1 года;;544;0
545;Облигации;;545;0
548;Прочие со сроками погашения не более 1 года;;548;0
549;Прочие со сроками погашения более 1 года;;549;0
551;Векселя со сроками погашения не более 1 года;;551;0
552;Векселя со сроками погашения более 1 года;;552;0
553;Депозитные сертификаты со сроками погашения не более 1 года;;553;0
554;Депозитные сертификаты со сроками погашения более 1 года;;554;0
555;Облигации;;555;0
558;Прочие со сроками погашения не более 1 года;;558;0
559;Прочие со сроками погашения более 1 года;;559;0
561;Распределенный чистый доход и дивиденды, в том числе: выплата дивидендов по акциям, выпущенным нерезидентами, а также выплата части прибыли учредителям юридического лица-нерезидента, не являющегося акционерным обществом;;561;0
562;Вознаграждение по государственным ценным бумагам (процентным);;562;0
563;Вознаграждение по негосударственным ценным бумагам, векселям и депозитным сертификатам;;563;0
570;Открытие операции обратного РЕПО с ценными бумагами;;570;0
580;Закрытие операции прямого РЕПО с ценными бумагами;;580;0
590;возврат ошибочно списанной суммы по платежам раздела 5;;590;0
610;Покупка, выкуп акций и документов, подтверждающих участие в уставном капитале, в том числе: Возврат стоимости акций, выпущенных нерезидентом при уменьшении размера капитала обратный выкуп акций, выпущенных резидентами взнос в уставной капитал юридического лица – резидента возврат взноса в уставный капитал юридического лица-резидента при уменьшении размера капитала обратный выкуп доли в уставном капитале юридического лица-резидента;;610;0
621;Со сроками погашения не более 1 года, в том числе: покупка краткосрочных казначейских обязательств Министерства финансов Республики Казахстан со сроком обращения не более 1 года покупка краткосрочных нот Национального Банка Республики Казахстан;;621;0
623;Со сроками погашения более 1 года покупка среднесрочных казначейских обязательств Министерства финансов Республики Казахстан со сроками обращения свыше 1 года до 5 лет покупка среднесрочных индексированных казначейских обязательств Министерства финансов Республики Казахстан со сроками обращения свыше 1 года до 5 лет покупка долгосрочных казначейских обязательств со сроками обращения свыше 5 лет покупка долгосрочных индексированных казначейских обязательств со сроками обращения свыше 5 лет покупка долгосрочных сберегательных казначейских обязательств со сроками обращения свыше 5 лет покупка специальных среднесрочных казначейских обязательств со сроками обращения два и три года платежи за евроноты Министерства финансов Республики Казахстан платежи за купон по евронотам Министерства финансов Республики Казахстан;;623;0
629;Покупка прочих государственных бумаг;;629;0
631;Со сроками погашения не более 1 года, в том числе: погашение краткосрочных казначейских обязательств Министерства финансов Республики Казахстан со сроком обращения не более 1 года погашение долгосрочных нот Национального Банка Республики Казахстан;;631;0
633;Со сроками погашения более 1 года, в том числе: погашение среднесрочных казначейских обязательств Министерства финансов Республики Казахстан со сроками обращения свыше 1 года до 5 лет погашение среднесрочных индексированных казначейских обязательств Министерства финансов Республики Казахстан со сроками обращения свыше 1 года до 5 лет погашение долгосрочных казначейских обязательств со сроками обращения свыше 5 лет погашение долгосрочных индексированных казначейских обязательств со сроками обращения свыше 5 лет погашение долгосрочных сберегательных казначейских обязательств со сроками обращения свыше 5 лет погашение специальных среднесрочных казначейских обязательств со сроками обращения 2 и 3 года;;633;0
639;Погашение прочих государственных бумаг;;639;0
641;Векселя со сроками погашения не более 1 года;;641;0
642;Векселя со сроками погашения более 1 года;;642;0
645;Облигации;;645;0
647;Прочие долговые негосударственные ценные бумаги со сроками погашения не более 1 года;;647;0
648;Прочие долговые негосударственные ценные бумаги со сроками погашения более 1 года;;648;0
649;Покупка прочих негосударственных ценных бумаг;;649;0
651;Векселя со сроками погашения не более 1 года;;651;0
652;Векселя со сроками погашения более 1 года;;652;0
655;Облигации;;655;0
657;Прочие долговые негосударственные ценные бумаги со сроками погашения не более 1 года;;657;0
658;Прочие долговые негосударственные ценные бумаги со сроками погашения более 1 года;;658;0
661;Выплата дивидендов по акциям, выпущенным резидентами, а также выплата части прибыли учредителям юридического лица - резидента, не являющегося акционерным обществом;;661;0
662;Вознаграждения по государственным ценным бумагам (процентным);;662;0
663;Вознаграждения по негосударственным ценным бумагам и векселям;;663;0
671;С государственными ценными бумагами;;671;0
672;С негосударственными ценными бумагами и векселями;;672;0
681;С государственными ценными бумагами;;681;0
682;С негосударственными ценными бумагами и векселями;;682;0
690;Прочие платежи по разделу 6, в том числе: платежи по ценным бумагам, не учтенные ранее, включая возврат средств по платежным документам, оформленным с нарушением требований законодательства Республики Казахстан, по платежам раздела 6 возврат ошибочно списанной суммы по платежам раздела 6;;690;0
710;Платежи за товары, за исключением недвижимости и товаров с кодами назначения платежа 711, 712 и 713, в том числе: платежи за продукцию сельского, лесного и рыбного хозяйств платежи за продукцию обрабатывающей промышленности (продукты пищевые, напитки, изделия табачные, текстиль, одежда, кожа и изделия из кожи, древесина и изделия из древесины и пробки, изделия из соломки и материалов для плетения, бумага и изделия бумажные, вещества химические и продукты химические, продукты фармацевтические и препараты фармацевтические основные, изделия резиновые и пластмассовые, изделия минеральные неметаллические прочие, металлы основные, изделия металлические готовые, компьютеры, продукция электронная и оптическая, оборудование электрическое, машины и оборудование, автомобили, прицепы и полуприцепы, оборудование транспортное прочее, мебель, прочие готовые изделия) перечисление юридическим лицом подотчетных сумм на покупку сотрудниками товаров со своего текущего счета на банковский счет, предназначенный для учета операций с использованием корпоративных платежных карточек платежи за холодную, горячую воду, электроэнергию, отопление (газовое, горячей водой), приобретаемые юридическими лицами вознаграждение поставщику товаров за рассрочку платежа по товару;;710;0
711;Приобретение и продажа товаров за рубежом без ввоза товаров на территорию Казахстана;;711;0
712;Продажа за рубеж ранее ввезенных на территорию Казахстана иностранных товаров без существенного преобразования их первоначального состояния;;712;0
713;Приобретение из-за рубежа ранее вывезенных с территории Казахстана отечественных товаров без существенного преобразования их первоначального состояния;;713;0
721;Платежи за недвижимость, находящуюся на территории Республики Казахстан, в том числе: платежи за здания и сооружения, находящиеся на территории Республики Казахстан платежи за долевое участие в строительстве жилых домов, перечисляемых физическими лицами на счета строительных организаций (поэтапная оплата за приобретение жилья на территории Республики Казахстан) переводы, обеспечивающие долевое участие в недвижимости, находящейся на территории Республики Казахстан, по договорам совместной деятельности выплата прибыли от эксплуатации недвижимости, находящейся на территории Республики Казахстан, по договорам совместной деятельности;;721;0
722;Платежи за недвижимость, находящуюся вне территории Республики Казахстан, в том числе: платежи за здания и сооружения, находящиеся вне территории Республики Казахстан переводы, обеспечивающие долевое участие в недвижимости, находящейся вне территории Республики Казахстан, по договорам совместной деятельности выплата прибыли от эксплуатации недвижимости, находящейся вне территории Республики Казахстан, по договорам совместной деятельности;;722;0
730;Покупка непроизведенных нефинансовых активов, в том числе платежи за: землю и ее недра, в том числе платежи за право постоянного землепользования программное обеспечение патенты гудвилл торговые марки товарные знаки;;730;0
780;Возврат средств за не предоставленные товары, в том числе: возврат средств за непредоставленные товары, нематериальные активы и не оказанные услуги по ремонту товаров;;780;0
790;Прочие платежи по разделу 7, в том числе: платежи по товарам, неучтенные ранее, включая возврат средств по платежным документам, оформленным с нарушением требований законодательства Республики Казахстан, по платежам раздела 7;;790;0
811;Платежи за услуги воздушного транспорта, в том числе: аренда воздушного транспорта с экипажем услуги воздушного транспорта по перевозкам пассажиров услуги воздушного транспорта по перевозкам грузов и услуги космического транспорта;;811;0
812;Платежи за услуги водного транспорта, в том числе: аренда морского транспорта с экипажем услуги морского пассажирского транспорта услуги морского грузового транспорта услуги внутреннего водного транспорта по перевозкам пассажиров услуги внутреннего водного транспорта по перевозкам грузов;;812;0
813;Платежи за услуги железнодорожного транспорта,в том числе: аренда железнодорожного транспорта с экипажем услуги железнодорожного транспорта пассажирского междугороднего услуги железнодорожного транспорта грузового;;813;0
814;Платежи за услуги иного сухопутного транспорта, в том числе: аренда иного сухопутного транспорта с экипажем услуги сухопутного транспорта пассажирского прочие услуги автомобильного транспорта по грузовым перевозкам и услуги по перевозкам;;814;0
815;Платежи за услуги по транспортированию по трубопроводам;;815;0
816;Платежи за услуги по хранению и складированию;;816;0
817;Платежи за услуги вспомогательные транспортные;;817;0
818;Платежи за почтовые и курьерские услуги, в том числе: услуги национальной почты (услуги почтовые, услуги, связанные с газетами и другими периодическими изданиями, письмами, посылками и бандеролями, услуги почтовых отделений, прочие почтовые услуги) курьерские услуги, кроме услуг национальной почты (услуги курьерские по доставке писем, еды, прочих товаров);;818;0
819;Прочие платежи по транспортным услугам;;819;0
