is_deleted;day_date;calendar_id;description;is_working_day;working_time_from;working_time_to
0;2017-01-20;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-01-21;Calendar 1;Выходной день;0;null;null
0;2017-01-22;Calendar 1;Выходной день;0;null;null
0;2017-01-23;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-01-24;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-01-25;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-01-26;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-01-27;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-01-28;Calendar 1;Выходной день;0;null;null
0;2017-01-29;Calendar 1;Выходной день;0;null;null
0;2017-01-30;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-01-31;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-02-01;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-02-02;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-02-03;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-02-04;Calendar 1;Выходной день;0;null;null
0;2017-02-05;Calendar 1;Выходной день;0;null;null
0;2017-02-06;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-02-07;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-02-08;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-02-09;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-02-10;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-02-11;Calendar 1;Выходной день;0;null;null
0;2017-02-12;Calendar 1;Выходной день;0;null;null
0;2017-02-13;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-02-14;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-02-15;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-02-16;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-02-17;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-02-18;Calendar 1;Выходной день;0;null;null
0;2017-02-19;Calendar 1;Выходной день;0;null;null
0;2017-02-20;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-02-21;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-02-22;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-02-23;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-02-24;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-02-25;Calendar 1;Выходной день;0;null;null
0;2017-02-26;Calendar 1;Выходной день;0;null;null
0;2017-02-27;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-02-28;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-03-01;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-03-02;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-03-03;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-03-04;Calendar 1;Выходной день;0;null;null
0;2017-03-05;Calendar 1;Выходной день;0;null;null
0;2017-03-06;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-03-07;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-03-08;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-03-09;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-03-10;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-03-11;Calendar 1;Выходной день;0;null;null
0;2017-03-12;Calendar 1;Выходной день;0;null;null
0;2017-03-13;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-03-14;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-03-15;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-03-16;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-03-17;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-03-18;Calendar 1;Выходной день;0;null;null
0;2017-03-19;Calendar 1;Выходной день;0;null;null
0;2017-03-20;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-03-21;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-03-22;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-03-23;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-03-24;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-03-25;Calendar 1;Выходной день;0;null;null
0;2017-03-26;Calendar 1;Выходной день;0;null;null
0;2017-03-27;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-03-28;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-03-29;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-03-30;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-03-31;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-04-01;Calendar 1;Выходной день;0;null;null
0;2017-04-02;Calendar 1;Выходной день;0;null;null
0;2017-04-03;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-04-04;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-04-05;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-04-06;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-04-07;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-04-08;Calendar 1;Выходной день;0;null;null
0;2017-04-09;Calendar 1;Выходной день;0;null;null
0;2017-04-10;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-04-11;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-04-12;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-04-13;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-04-14;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-04-15;Calendar 1;Выходной день;0;null;null
0;2017-04-16;Calendar 1;Выходной день;0;null;null
0;2017-04-17;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-04-18;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-04-19;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-04-20;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-04-21;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-04-22;Calendar 1;Выходной день;0;null;null
0;2017-04-23;Calendar 1;Выходной день;0;null;null
0;2017-04-24;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-04-25;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-04-26;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-04-27;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-04-28;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-04-29;Calendar 1;Выходной день;0;null;null
0;2017-04-30;Calendar 1;Выходной день;0;null;null
0;2017-05-01;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-05-02;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-05-03;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-05-04;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-05-05;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-05-06;Calendar 1;Выходной день;0;null;null
0;2017-05-07;Calendar 1;Выходной день;0;null;null
0;2017-05-08;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-05-09;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-05-10;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-05-11;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-05-12;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-05-13;Calendar 1;Выходной день;0;null;null
0;2017-05-14;Calendar 1;Выходной день;0;null;null
0;2017-05-15;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-05-16;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-05-17;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-05-18;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-05-19;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-05-20;Calendar 1;Выходной день;0;null;null
0;2017-05-21;Calendar 1;Выходной день;0;null;null
0;2017-05-22;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-05-23;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-05-24;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-05-25;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-05-26;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-05-27;Calendar 1;Выходной день;0;null;null
0;2017-05-28;Calendar 1;Выходной день;0;null;null
0;2017-05-29;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-05-30;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-05-31;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-06-01;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-06-02;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-06-03;Calendar 1;Выходной день;0;null;null
0;2017-06-04;Calendar 1;Выходной день;0;null;null
0;2017-06-05;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-06-06;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-06-07;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-06-08;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-06-09;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-06-10;Calendar 1;Выходной день;0;null;null
0;2017-06-11;Calendar 1;Выходной день;0;null;null
0;2017-06-12;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-06-13;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-06-14;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-06-15;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-06-16;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-06-17;Calendar 1;Выходной день;0;null;null
0;2017-06-18;Calendar 1;Выходной день;0;null;null
0;2017-06-19;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-06-20;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-06-21;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-06-22;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-06-23;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-06-24;Calendar 1;Выходной день;0;null;null
0;2017-06-25;Calendar 1;Выходной день;0;null;null
0;2017-06-26;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-06-27;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-06-28;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-06-29;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-06-30;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-07-01;Calendar 1;Выходной день;0;null;null
0;2017-07-02;Calendar 1;Выходной день;0;null;null
0;2017-07-03;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-07-04;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-07-05;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-07-06;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-07-07;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-07-08;Calendar 1;Выходной день;0;null;null
0;2017-07-09;Calendar 1;Выходной день;0;null;null
0;2017-07-10;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-07-11;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-07-12;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-07-13;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-07-14;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-07-15;Calendar 1;Выходной день;0;null;null
0;2017-07-16;Calendar 1;Выходной день;0;null;null
0;2017-07-17;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-07-18;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-07-19;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-07-20;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-07-21;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-07-22;Calendar 1;Выходной день;0;null;null
0;2017-07-23;Calendar 1;Выходной день;0;null;null
0;2017-07-24;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-07-25;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-07-26;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-07-27;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-07-28;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-07-29;Calendar 1;Выходной день;0;null;null
0;2017-07-30;Calendar 1;Выходной день;0;null;null
0;2017-07-31;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-08-01;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-08-02;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-08-03;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-08-04;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-08-05;Calendar 1;Выходной день;0;null;null
0;2017-08-06;Calendar 1;Выходной день;0;null;null
0;2017-08-07;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-08-08;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-08-09;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-08-10;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-08-11;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-08-12;Calendar 1;Выходной день;0;null;null
0;2017-08-13;Calendar 1;Выходной день;0;null;null
0;2017-08-14;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-08-15;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-08-16;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-08-17;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-08-18;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-08-19;Calendar 1;Выходной день;0;null;null
0;2017-08-20;Calendar 1;Выходной день;0;null;null
0;2017-08-21;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-08-22;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-08-23;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-08-24;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-08-25;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-08-26;Calendar 1;Выходной день;0;null;null
0;2017-08-27;Calendar 1;Выходной день;0;null;null
0;2017-08-28;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-08-29;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-08-30;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-08-31;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-09-01;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-09-02;Calendar 1;Выходной день;0;null;null
0;2017-09-03;Calendar 1;Выходной день;0;null;null
0;2017-09-04;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-09-05;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-09-06;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-09-07;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-09-08;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-09-09;Calendar 1;Выходной день;0;null;null
0;2017-09-10;Calendar 1;Выходной день;0;null;null
0;2017-09-11;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-09-12;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-09-13;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-09-14;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-09-15;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-09-16;Calendar 1;Выходной день;0;null;null
0;2017-09-17;Calendar 1;Выходной день;0;null;null
0;2017-09-18;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-09-19;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-09-20;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-09-21;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-09-22;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-09-23;Calendar 1;Выходной день;0;null;null
0;2017-09-24;Calendar 1;Выходной день;0;null;null
0;2017-09-25;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-09-26;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-09-27;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-09-28;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-09-29;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-09-30;Calendar 1;Выходной день;0;null;null
0;2017-10-01;Calendar 1;Выходной день;0;null;null
0;2017-10-02;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-10-03;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-10-04;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-10-05;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-10-06;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-10-07;Calendar 1;Выходной день;0;null;null
0;2017-10-08;Calendar 1;Выходной день;0;null;null
0;2017-10-09;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-10-10;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-10-11;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-10-12;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-10-13;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-10-14;Calendar 1;Выходной день;0;null;null
0;2017-10-15;Calendar 1;Выходной день;0;null;null
0;2017-10-16;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-10-17;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-10-18;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-10-19;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
0;2017-10-20;Calendar 1;Рабочий день;1;2017-03-01 07:00:00.0;2017-03-01 16:00:00.0
