name_id;full_name_id;code;is_deleted;commission_amount;provider_id;bill_request_type;external_id;image_file_name
ps_76;ps_full_76;ps_76;0;40;kcmr;NONE;778;
ps_77;ps_full_77;ps_77;0;40;kcmr;NONE;808;
ps_78;ps_full_78;ps_78;0;40;kcmr;NONE;788;
ps_79;ps_full_79;ps_79;0;40;kcmr;NONE;809;
ps_80;ps_full_80;ps_80;0;40;kcmr;NONE;xxxxxx;Батысэнергоресурсы.png
ps_82;ps_full_82;ps_82;0;40;kcmr;NONE;xxxxxx;
ps_83;ps_full_83;ps_83;0;40;kcmr;NONE;xxxxxx;
ps_84;ps_full_84;ps_84;0;40;kcmr;NONE;xxxxxx;
ps_85;ps_full_85;ps_85;0;40;kcmr;NONE;137;
ps_86;ps_full_86;ps_86;0;40;kcmr;NONE;649;
ps_87;ps_full_87;ps_87;0;40;kcmr;NONE;xxxxxx;
ps_88;ps_full_88;ps_88;0;40;kcmr;NONE;xxxxxx;Tauekel N Algabas.png
ps_89;ps_full_89;ps_89;0;40;kcmr;NONE;xxxxxx;
ps_90;ps_full_90;ps_90;0;40;kcmr;NONE;xxxxxx;
ps_91;ps_full_91;ps_91;0;40;kcmr;NONE;679;
ps_92;ps_full_92;ps_92;0;40;kcmr;NONE;765;
ps_93;ps_full_93;ps_93;0;40;kcmr;NONE;xxxxxx;
ps_94;ps_full_94;ps_94;0;40;kcmr;NONE;530;
ps_95;ps_full_95;ps_95;0;40;kcmr;NONE;xxxxxx;
ps_96;ps_full_96;ps_96;0;40;kcmr;NONE;646;
ps_97;ps_full_97;ps_97;0;40;kcmr;NONE;761;
ps_98;ps_full_98;ps_98;0;40;kcmr;NONE;628;
ps_99;ps_full_99;ps_99;0;40;kcmr;NONE;780;
ps_100;ps_full_100;ps_100;0;40;kcmr;NONE;781;
ps_101;ps_full_101;ps_101;0;40;kcmr;NONE;xxxxxx;
ps_102;ps_full_102;ps_102;0;0;kcmr;NONE;xxxxxx;
ps_103;ps_full_103;ps_103;0;40;kcmr;NONE;680;
ps_104;ps_full_104;ps_104;0;100;kcmr;NONE;208;
ps_105;ps_full_105;ps_105;0;100;kcmr;NONE;674;
ps_106;ps_full_106;ps_106;0;100;kcmr;NONE;634;
ps_107;ps_full_107;ps_107;0;40;kcmr;NONE;513;
ps_108;ps_full_108;ps_108;0;40;kcmr;NONE;509;
ps_109;ps_full_109;ps_109;0;40;kcmr;NONE;510;
ps_110;ps_full_110;ps_110;0;40;kcmr;NONE;746;
ps_111;ps_full_111;ps_111;0;40;kcmr;NONE;745;
ps_112;ps_full_112;ps_112;0;40;kcmr;NONE;744;
ps_113;ps_full_113;ps_113;0;40;kcmr;NONE;743;
ps_114;ps_full_114;ps_114;0;40;kcmr;NONE;742;
ps_115;ps_full_115;ps_115;0;40;kcmr;NONE;741;
ps_116;ps_full_116;ps_116;0;40;kcmr;NONE;740;
ps_117;ps_full_117;ps_117;0;40;kcmr;NONE;718;
ps_119;ps_full_119;ps_119;0;40;kcmr;NONE;512;
ps_120;ps_full_120;ps_120;0;40;kcmr;NONE;719;
ps_121;ps_full_121;ps_121;0;40;kcmr;NONE;738;
ps_122;ps_full_122;ps_122;0;40;kcmr;NONE;739;
ps_123;ps_full_123;ps_123;0;40;kcmr;NONE;721;
ps_124;ps_full_124;ps_124;0;40;kcmr;NONE;722;
ps_125;ps_full_125;ps_125;0;40;kcmr;NONE;724;
ps_126;ps_full_126;ps_126;0;40;kcmr;NONE;726;
ps_127;ps_full_127;ps_127;0;40;kcmr;NONE;725;
ps_128;ps_full_128;ps_128;0;40;kcmr;NONE;727;
ps_129;ps_full_129;ps_129;0;40;kcmr;NONE;728;
ps_130;ps_full_130;ps_130;0;40;kcmr;NONE;729;
ps_131;ps_full_131;ps_131;0;40;kcmr;NONE;731;
ps_132;ps_full_132;ps_132;0;40;kcmr;NONE;733;
ps_133;ps_full_133;ps_133;0;40;kcmr;NONE;734;
ps_134;ps_full_134;ps_134;0;40;kcmr;NONE;735;
ps_135;ps_full_135;ps_135;0;40;kcmr;NONE;736;
ps_136;ps_full_136;ps_136;0;40;kcmr;NONE;737;
ps_137;ps_full_137;ps_137;0;40;kcmr;NONE;712;
ps_138;ps_full_138;ps_138;0;40;kcmr;NONE;713;
ps_139;ps_full_139;ps_139;0;40;kcmr;NONE;714;
ps_140;ps_full_140;ps_140;0;40;kcmr;NONE;747;
ps_141;ps_full_141;ps_141;0;40;kcmr;NONE;507;
ps_142;ps_full_142;ps_142;0;40;kcmr;NONE;522;
ps_143;ps_full_143;ps_143;0;40;kcmr;NONE;508;
ps_144;ps_full_144;ps_144;0;40;kcmr;NONE;519;
ps_145;ps_full_145;ps_145;0;40;kcmr;NONE;521;
ps_146;ps_full_146;ps_146;0;40;kcmr;NONE;571;
ps_147;ps_full_147;ps_147;0;40;kcmr;NONE;658;
ps_148;ps_full_148;ps_148;0;40;kcmr;NONE;667;
ps_149;ps_full_149;ps_149;0;40;kcmr;NONE;668;
ps_150;ps_full_150;ps_150;0;40;kcmr;NONE;671;
ps_151;ps_full_151;ps_151;0;40;kcmr;NONE;672;
ps_152;ps_full_152;ps_152;0;40;kcmr;NONE;673;
ps_153;ps_full_153;ps_153;0;40;kcmr;NONE;669;
ps_154;ps_full_154;ps_154;0;40;kcmr;NONE;767;
ps_155;ps_full_155;ps_155;0;40;kcmr;NONE;709;
ps_156;ps_full_156;ps_156;0;40;kcmr;NONE;710;
ps_157;ps_full_157;ps_157;0;40;kcmr;NONE;511;
ps_158;ps_full_158;ps_158;0;40;kcmr;NONE;573;Olimp.png
ps_159;ps_full_159;ps_159;0;40;kcmr;NONE;684;
ps_160;ps_full_160;ps_160;0;40;kcmr;NONE;676;
ps_161;ps_full_161;ps_161;0;40;kcmr;NONE;500;
ps_162;ps_full_162;ps_162;0;40;kcmr;NONE;784;
ps_163;ps_full_163;ps_163;0;0;kcmr;NONE;590;Chocolife.png
ps_164;ps_full_164;ps_164;0;0;kcmr;NONE;523;besmart.kz.png
ps_165;ps_full_165;ps_165;0;0;kcmr;NONE;700;
ps_166;ps_full_166;ps_166;0;40;kcmr;NONE;677;
ps_167;ps_full_167;ps_167;0;40;kcmr;NONE;797;
ps_168;ps_full_168;ps_168;0;40;kcmr;NONE;795;shopinfo.png
ps_169;ps_full_169;ps_169;0;40;kcmr;NONE;542;
ps_170;ps_full_170;ps_170;0;40;kcmr;NONE;534;
ps_171;ps_full_171;ps_171;0;0;kcmr;NONE;659;
ps_172;ps_full_172;ps_172;0;0;kcmr;NONE;660;
ps_173;ps_full_173;ps_173;0;0;kcmr;NONE;664;
ps_174;ps_full_174;ps_174;0;40;kcmr;NONE;707;
ps_175;ps_full_175;ps_175;0;40;kcmr;NONE;706;
ps_176;ps_full_176;ps_176;0;40;kcmr;NONE;705;
ps_177;ps_full_177;ps_177;0;40;kcmr;NONE;57;
ps_178;ps_full_178;ps_178;0;40;kcmr;NONE;796;kuzet_m.png
ps_179;ps_full_179;ps_179;0;40;kcmr;NONE;810;
ps_180;ps_full_180;ps_180;0;0;kcmr;NONE;803;
ps_181;ps_full_181;ps_181;0;0;kcmr;NONE;525;
ps_182;ps_full_182;ps_182;0;0;kcmr;NONE;528;
ps_183;ps_full_183;ps_183;0;0;kcmr;NONE;529;
ps_184;ps_full_184;ps_184;0;0;kcmr;NONE;527;
ps_185;ps_full_185;ps_185;0;40;kcmr;NONE;544;
