category_id;service_id
all;ps_97
all;ps_98
all;ps_99
all;ps_100
all;ps_101
all;ps_102
all;ps_103
all;ps_104
all;ps_105
all;ps_106
all;ps_107
all;ps_108
all;ps_109
all;ps_110
all;ps_111
all;ps_112
all;ps_113
all;ps_114
all;ps_115
all;ps_116
all;ps_117
all;ps_119
all;ps_120
all;ps_121
all;ps_122
all;ps_123
all;ps_124
all;ps_125
all;ps_126
all;ps_127
all;ps_128
all;ps_129
all;ps_130
all;ps_131
all;ps_132
all;ps_133
all;ps_134
all;ps_135
all;ps_136
all;ps_137
all;ps_138
all;ps_139
all;ps_140
all;ps_141
all;ps_142
all;ps_143
all;ps_144
all;ps_145
all;ps_146
all;ps_147
all;ps_148
all;ps_149
all;ps_150
all;ps_151
all;ps_152
all;ps_153
all;ps_154
all;ps_155
all;ps_156
all;ps_157
all;ps_158
all;ps_159
all;ps_160
all;ps_161
all;ps_162
all;ps_163
all;ps_164
all;ps_165
all;ps_166
all;ps_167
all;ps_168
all;ps_169
all;ps_170
all;ps_171
all;ps_172
all;ps_173
all;ps_174
all;ps_175
all;ps_176
all;ps_177
all;ps_178
all;ps_179
all;ps_180
all;ps_181
all;ps_182
all;ps_183
all;ps_184
all;ps_185
