id_1;category;code;name_id_ru;name_id_en;name_id_kk
keyColumns= category, code; actionType=modify; translation=name_id

1311;CurrencyOperationType;12050;"Расчеты нерезидента в пользу резидента за товары, продаваемые за пределами территории Российской Федерации без их ввоза на территорию Российской Федерации, за исключением расчетов по кодам 22110, 22210, 22300"
1312;CurrencyOperationType;12060;"Расчеты резидента в пользу нерезидента за товары, продаваемые за пределами территории Российской Федерации без их ввоза на территорию Российской Федерации, за исключением расчетов по кодам 23110, 23210, 23300"
1313;CurrencyOperationType;12800;"Расчеты резидента в пользу нерезидента, связанные с возвратом излишне полученных денежных средств при продаже товаров за пределами территории Российской Федерации, за исключением расчетов по коду 22800"
1314;CurrencyOperationType;12900;Расчеты нерезидента в пользу резидента, связанные с возвратом излишне полученных денежных средств при продаже товаров за пределами территории Российской Федерации, за исключением расчетов по коду 23900
1315;CurrencyOperationType;13010;Расчеты нерезидента в пользу резидента за товары, продаваемые на территории Российской Федерации, за исключением расчетов по кодам 22110, 22210, 22300
1316;CurrencyOperationType;13030;Расчеты резидента в пользу нерезидента за товары, продаваемые на территории Российской Федерации, за исключением расчетов по кодам 23110, 23210, 23300
1317;CurrencyOperationType;13800;Расчеты резидента в пользу нерезидента, связанные с возвратом излишне полученных денежных средств при продаже товаров на территории Российской Федерации, за исключением расчетов по коду 22800
1318;CurrencyOperationType;13900;Расчеты нерезидента в пользу резидента, связанные с возвратом излишне полученных денежных средств при продаже товаров на территории Российской Федерации, за исключением расчетов по коду 23900
1319;CurrencyOperationType;20100;"Расчеты нерезидента в виде предварительной оплаты выполняемых резидентом работ, оказываемых услуг, передаваемых информации и результатов интеллектуальной деятельности, в том числе исключительных прав на них, включая выполнение указанных обязательств по договору комиссии (агентскому договору, договору поручения) (авансовый платеж), за исключением расчетов по коду 20400, расчетов, указанных в группе 22 настоящего Перечня, и расчетов, связанных с выплатой вознаграждения резиденту-брокеру по договору о брокерском обслуживании (группа 58 настоящего Перечня)"
1320;CurrencyOperationType;20200;"Расчеты нерезидента за выполненные резидентом работы, оказанные услуги, переданные информацию и результаты интеллектуальной деятельности, в том числе исключительные права на них, включая выполнение указанных обязательств по договору комиссии (агентскому договору, договору поручения) (отсрочка платежа), за исключением расчетов по коду 20400, расчетов, указанных в группе 22 настоящего Перечня, и расчетов, связанных  выплатой вознаграждения резиденту-брокеру по договору о брокерском обслуживании (группа 58 настоящего Перечня)"
1321;CurrencyOperationType;20300;"Расчеты нерезидента в пользу резидента по договору аренды движимого и (или) недвижимого имущества, за исключением расчетов по договору финансовой аренды (лизинга)"
1322;CurrencyOperationType;20400;Расчеты нерезидента-комитента (принципала, доверителя) в пользу резидента-комиссионера (агента, поверенного) в связи с оплатой приобретения у третьих лиц товаров, работ, услуг, информации и результатов интеллектуальной деятельности, в том числе исключительных прав на них, для нерезидента в соответствии с договором комиссии (агентским договором, договором поручения), за исключением расчетов, указанных в группе 58 настоящего Перечня
1323;CurrencyOperationType;20500;Расчеты резидента-комиссионера (агента, поручителя) в пользу нерезидента-комитента (принципала, доверителя) в связи с оказанием резидентом услуг по реализации иным лицам товаров, работ, услуг, информации и результатов интеллектуальной деятельности, в том числе исключительных прав на них, нерезидента в соответствии с договором комиссии (агентским договором, договором поручения), за исключением расчетов, указанных в группе 58 настоящего Перечня
1324;CurrencyOperationType;20800;Расчеты резидента в пользу нерезидента, связанные с возвратом излишне полученных денежных средств за выполнение резидентом работ, оказание услуг, передачу информации и результатов интеллектуальной деятельности, в том числе исключительных прав на них, за исключением расчетов, указанных в группах 22 и 58 настоящего Перечня
1325;CurrencyOperationType;21100;Расчеты резидента в виде предварительной оплаты выполняемых нерезидентом работ, оказываемых услуг, передаваемых информации и результатов интеллектуальной деятельности, в том числе исключительных прав на них, включая выполнение указанных обязательств по договору комиссии (агентскому договору, договору поручения) (авансовый платеж), за исключением расчетов по коду 21400, расчетов, указанных в группе 23 настоящего Перечня, и расчетов, связанных с выплатой вознаграждения нерезиденту-брокеру по договору о брокерском обслуживании (группа 58 настоящего Перечня)
1326;CurrencyOperationType;21200;Расчеты резидента за выполненные нерезидентом работы, оказанные услуги, переданную информацию и результаты интеллектуальной деятельности, в том числе исключительные права на них, включая выполнение указанных обязательств по договору комиссии (агентскому договору, договору поручения) (отсрочка платежа), за исключением расчетов по коду 21400, расчетов, указанных в группе 23 настоящего Перечня, и расчетов, связанных с выплатой вознаграждения нерезиденту-брокеру по договору о брокерском обслуживании (группа 58 настоящего Перечня)
1327;CurrencyOperationType;21300;Расчеты резидента в пользу нерезидента по договору аренды движимого и (или) недвижимого имущества, за исключением расчетов по договору финансовой аренды (лизинга)
1328;CurrencyOperationType;21400;"Расчеты резидента-комитента (принципала, доверителя) в пользу нерезидента-комиссионера (агента, поверенного) в связи с оплатой приобретения у третьих лиц товаров, работ, услуг, информации и результатов интеллектуальной деятельности, в том числе исключительных прав на них, для резидента в соответствии с договором комиссии (агентским договором, договором поручения), за исключением расчетов, указанных в группе 58 настоящего Перечня"
1329;CurrencyOperationType;21500;Расчеты нерезидента-комиссионера (агента, поручителя) в пользу резидента-комитента (принципала, доверителя) в связи с оказанием нерезидентом услуг по реализации иным лицам товаров, работ, услуг, информации и результатов интеллектуальной деятельности, в том числе исключительных прав на них, резидента в соответствии с договором комиссии (агентским договором, договором поручения), за исключением расчетов, указанных в группе 58 настоящего Перечня
1330;CurrencyOperationType;21900;Расчеты нерезидента в пользу резидента, связанные с возвратом излишне полученных денежных средств за выполнение нерезидентом работ, оказание услуг, передачу информации и результатов интеллектуальной деятельности, в том числе  исключительных прав на них, за исключением расчетов, указанных в группах 23 и 58 настоящего Перечня
1331;CurrencyOperationType;22100;Расчеты нерезидента, в том числе являющегося комитентом (принципалом, доверителем), в виде предварительной оплаты резиденту, в том числе являющемуся комиссионером (агентом, поручителем), товаров, вывозимых с территории Российской Федерации, выполняемых работ, оказываемых услуг, передаваемых информации и результатов интеллектуальной деятельности, в том числе исключительных прав на них (авансовый платеж), за исключением расчетов по коду 22110 и расчетов, связанных с выплатой вознаграждения резиденту-брокеру по договору о брокерском обслуживании (группа 58 настоящего Перечня)
1332;CurrencyOperationType;22110;Расчеты нерезидента в виде предварительной оплаты резиденту поставляемых товаров, выполняемых работ, оказываемых услуг, передаваемых информации и результатов интеллектуальной деятельности, в том числе исключительных прав на них, по договорам (контрактам), указанным в подпункте 5.1.2 пункта 5.1 настоящей Инструкции (авансовый платеж)
1333;CurrencyOperationType;22200;Расчеты нерезидента, в том числе являющегося комитентом (принципалом, доверителем), при предоставлении резидентом, в том числе являющимся комиссионером (агентом, поручителем), отсрочки платежа за вывезенные с территории Российской Федерации товары, выполненные работы, оказанные услуги, переданные информацию и результаты интеллектуальной деятельности, в том числе исключительные права на них (отсрочка платежа), за исключением расчетов по коду 22210 и расчетов, связанных с выплатой вознаграждения резиденту-брокеру по договору о брокерском обслуживании (группа 58 настоящего Перечня)
1334;CurrencyOperationType;22210;Расчеты нерезидента при предоставлении резидентом отсрочки платежа за поставленные товары, выполненные работы, оказанные услуги, переданные информацию и результаты интеллектуальной деятельности, в том числе исключительные права на них, по договорам (контрактам), указанным в подпункте 5.1.2 пункта 5.1 настоящей Инструкции (отсрочка платежа)
1335;CurrencyOperationType;22300;Расчеты нерезидента в пользу резидента по договору финансовой аренды (лизинга)
1336;CurrencyOperationType;22800;Расчеты резидента в пользу нерезидента, связанные с возвратом излишне полученных денежных средств по договорам (контрактам) смешанного типа
1337;CurrencyOperationType;23100;Расчеты резидента, в том числе являющегося комитентом (принципалом, доверителем), в виде предварительной оплаты нерезиденту, в том числе являющемуся комиссионером (агентом, поручителем), товаров, ввозимых на территорию Российской Федерации, выполняемых работ, оказываемых услуг, передаваемых информации и результатов интеллектуальной деятельности, в том числе исключительных прав на них (авансовый платеж), за исключением расчетов по коду 23110 и расчетов, связанных с выплатой вознаграждения нерезиденту-брокеру по договору о брокерском обслуживании (группа 58 настоящего Перечня)
1338;CurrencyOperationType;23110;Расчеты резидента в виде предварительной оплаты нерезиденту поставляемых товаров, выполняемых работ, оказываемых услуг, передаваемых информации и результатов интеллектуальной деятельности, в том числе исключительных прав на них, по договорам (контрактам), указанным в подпункте 5.1.2 пункта 5.1 настоящей Инструкции (авансовый платеж)
1339;CurrencyOperationType;23200;Расчеты резидента, в том числе являющегося комитентом (принципалом, доверителем), при предоставлении нерезидентом, в том числе являющимся комиссионером (агентом, поручителем), отсрочки платежа за ввезенные на территорию Российской Федерации товары, выполненные работы, оказанные услуги, переданные информацию и результаты интеллектуальной деятельности, в том числе исключительные права на них (отсрочка платежа), за исключением расчетов по коду 23210 и расчетов, связанных с выплатой вознаграждения нерезиденту-брокеру по договору о брокерском обслуживании (группа 58 настоящего Перечня)
1340;CurrencyOperationType;23210;Расчеты резидента при предоставлении нерезидентом отсрочки платежа за поставленные товары, выполненные работы, оказанные услуги, переданную информацию и результаты интеллектуальной деятельности, в том числе исключительные права на них, по договорам (контрактам), указанным в подпункте 5.1.2 пункта 5.1 настоящей Инструкции (отсрочка платежа)
1341;CurrencyOperationType;23300;Расчеты резидента в пользу нерезидента по договору финансовой аренды (лизинга)
1342;CurrencyOperationType;23900;Расчеты нерезидента в пользу резидента, связанные с возвратом излишне полученных денежных средств по договорам (контрактам) смешанного типа
1343;CurrencyOperationType;30010;Расчеты нерезидента в пользу резидента за недвижимое имущество, приобретаемое за пределами территории Российской Федерации, в том числе связанные с долевым участием нерезидента в строительстве резидентом недвижимого имущества за пределами территории Российской Федерации
1344;CurrencyOperationType;30020;Расчеты резидента в пользу нерезидента за недвижимое имущество, приобретаемое за пределами территории Российской Федерации, в том числе связанные с долевым участием резидента в строительстве нерезидентом недвижимого имущества за пределами территории Российской Федерации
1345;CurrencyOperationType;30030;Расчеты нерезидента в пользу резидента за недвижимое имущество, приобретаемое на территории Российской Федерации, в том числе связанные с долевым участием нерезидента в строительстве резидентом недвижимого имущества на территории Российской Федерации
1346;CurrencyOperationType;30040;Расчеты резидента в пользу нерезидента за недвижимое имущество, приобретаемое на территории Российской Федерации, в том числе связанные с долевым участием резидента в строительстве нерезидентом недвижимого имущества на территории Российской Федерации
1347;CurrencyOperationType;30800;Расчеты резидента в пользу нерезидента, связанные с возвратом излишне полученных денежных средств по операциям с недвижимым имуществом, в том числе связанным с долевым участием в строительстве недвижимого имущества
1348;CurrencyOperationType;30900;Расчеты нерезидента в пользу резидента, связанные с возвратом излишне полученных денежных средств по операциям с недвижимым имуществом, в том числе связанным с долевым участием в строительстве недвижимого имущества
1349;CurrencyOperationType;32010;Расчеты нерезидента в пользу резидента за уступаемое резидентом требование нерезиденту в соответствии с договором уступки требования
1350;CurrencyOperationType;32015;Расчеты резидента в пользу нерезидента за уступаемое нерезидентом требование резиденту в соответствии с договором уступки требования
1351;CurrencyOperationType;32020;Расчеты нерезидента в пользу резидента за переводимый нерезидентом долг на резидента в соответствии с договором перевода долга
1352;CurrencyOperationType;32025;Расчеты резидента в пользу нерезидента за переводимый резидентом долг на нерезидента в соответствии с договором перевода долга
1353;CurrencyOperationType;35030;Расчеты нерезидента в пользу резидента по прочим операциям, связанным с внешнеторговой деятельностью и прямо не указанным в группах 10 - 23 настоящего Перечня
1354;CurrencyOperationType;35040;Расчеты резидента в пользу нерезидента по прочим операциям, связанным с внешнеторговой деятельностью и прямо не указанным в группах 10 - 23 настоящего Перечня
1355;CurrencyOperationType;40030;Расчеты резидента в пользу нерезидента при предоставлении денежных средств по договору займа
1356;CurrencyOperationType;40900;Расчеты нерезидента в пользу резидента, связанные с возвратом излишне полученных денежных средств при предоставлении резидентом нерезиденту займа по договору займа
1357;CurrencyOperationType;41030;Расчеты нерезидента в пользу резидента при предоставлении денежных средств по кредитному договору, договору займа
1358;CurrencyOperationType;41800;Расчеты резидента в пользу нерезидента, связанные с возвратом излишне полученных денежных средств при предоставлении нерезидентом резиденту кредита или займа по кредитному договору, договору займа
1359;CurrencyOperationType;42015;Расчеты резидента в пользу нерезидента по возврату основного долга по кредитному договору, договору займа
1360;CurrencyOperationType;42035;Расчеты резидента в пользу нерезидента по выплате процентов по кредитному договору, договору займа
1361;CurrencyOperationType;42050;Прочие расчеты резидента в пользу нерезидента, связанные с уплатой премий (комиссий) и иных денежных средств по привлеченному кредиту, займу
1362;CurrencyOperationType;42900;Расчеты нерезидента в пользу резидента, связанные с возвратом излишне полученных денежных средств при погашении резидентом основного долга по кредитному договору, договору займа
1363;CurrencyOperationType;42950;Расчеты нерезидента в пользу резидента, связанные с возвратом излишне полученных процентов по кредитному договору, договору займа
1364;CurrencyOperationType;43015;Расчеты нерезидента в пользу резидента по возврату основного долга по договору займа
1365;CurrencyOperationType;43035;Расчеты нерезидента в пользу резидента по выплате процентов по договору займа
1366;CurrencyOperationType;43050;Прочие расчеты нерезидента в пользу резидента, связанные с уплатой премий (комиссий) и иных денежных средств по привлеченному займу
1367;CurrencyOperationType;43800;Расчеты резидента в пользу нерезидента, связанные с возвратом излишне полученных денежных средств при возврате основного долга нерезидентом по договору займа
1368;CurrencyOperationType;43850;Расчеты резидента в пользу нерезидента, связанные с возвратом излишне полученных денежных средств при погашении процентов по договору займа
1369;CurrencyOperationType;50100;Расчеты резидента в пользу нерезидента по операциям с долями, вкладами, паями в имуществе (уставном или складочном  капитале, паевом фонде кооператива) юридического лица, а также по договору простого товарищества
1370;CurrencyOperationType;50110;Расчеты резидента в пользу нерезидента при выплате дивидендов (доходов) от инвестиций в форме капитальных вложений
1371;CurrencyOperationType;50200;Расчеты нерезидента в пользу резидента по операциям с долями, вкладами, паями в имуществе (уставном или складочном капитале, паевом фонде кооператива) юридического лица, а также по договору простого товарищества
1372;CurrencyOperationType;50210;Расчеты нерезидента в пользу резидента при выплате дивидендов (доходов) от инвестиций в форме капитальных вложений
1373;CurrencyOperationType;50800;Расчеты резидента в пользу нерезидента, связанные с возвратом излишне полученных денежных средств по операциям инвестирования в форме капитальных вложений
1374;CurrencyOperationType;50900;Расчеты нерезидента в пользу резидента, связанные с возвратом излишне полученных денежных средств по операциям инвестирования в форме капитальных вложений
1375;CurrencyOperationType;51210;Расчеты нерезидента в пользу резидента за приобретаемые облигации, акции и иные эмиссионные ценные бумаги резидентов
1376;CurrencyOperationType;51215;Расчеты нерезидента в пользу резидента за приобретаемые облигации, акции и иные эмиссионные ценные бумаги нерезидентов
1377;CurrencyOperationType;51230;Расчеты нерезидента в пользу резидента за приобретаемые паи инвестиционных фондов, учредителем которых является резидент
1378;CurrencyOperationType;51235;Расчеты нерезидента в пользу резидента за приобретаемые паи инвестиционных фондов, учредителем которых является нерезидент
1379;CurrencyOperationType;51250;Расчеты нерезидента в пользу резидента за приобретаемые векселя и иные неэмиссионные ценные бумаги, выданные резидентом
